contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,label
372.9213235,456.9279662,154.3614124,450.332872,5.845404412,6.513971549,3.181786152,6.495178777,0.79000797,0.787955523,0.814540034,0.788489011,0.772955753,0.772875612,0.778668084,0.773105087,0.950098461,0.938984983,0.979323708,0.939865647,dress
340.3486213,381.8233602,137.2949142,437.3284737,5.315012255,5.722568243,2.935784314,6.082983468,0.817525592,0.815590134,0.841410026,0.81500638,0.805442958,0.804739328,0.810528456,0.804416789,0.949167745,0.943158721,0.979494525,0.934895786,dress
333.7703431,411.9965859,164.8785233,414.6168704,5.200183824,5.863160323,3.306464461,5.710480584,0.809731769,0.809234673,0.827579727,0.808702773,0.793173153,0.793506395,0.797467162,0.793215325,0.953964681,0.94335992,0.977259851,0.942999691,dress
271.0660846,339.4488889,116.5764706,336.6453825,4.535018382,5.133564014,2.658731618,5.239892349,0.813369491,0.803699399,0.836834298,0.802246104,0.772088436,0.770082953,0.776408247,0.770387786,0.965176678,0.956497521,0.985013482,0.956856808,dress
374.9471814,428.3593849,129.6537837,442.7761784,6.859068627,7.210626682,3.358011642,7.301453287,0.700694127,0.698164665,0.752679142,0.698678463,0.666299928,0.666013712,0.670340915,0.665801836,0.962958845,0.957793944,0.987192229,0.956373464,dress
588.4717525,614.5247674,343.3632813,713.3553095,8.350306373,8.725767013,6.197962623,9.271803153,0.727664439,0.726601357,0.755084412,0.723910532,0.703629137,0.703534029,0.711292361,0.702996722,0.939307268,0.936704078,0.964533478,0.926524553,dress
494.315962,601.3961707,154.3279105,561.665544,5.968627451,6.725690119,2.183792892,6.419807766,0.797962513,0.792926445,0.858954552,0.794061573,0.775538255,0.774013391,0.78208268,0.774228373,0.936027516,0.922414405,0.980027471,0.927540019,dress
281.6118873,309.3302268,58.33627451,310.044506,4.565073529,4.882337562,1.780974265,4.902760477,0.781305953,0.775106338,0.830755335,0.7747676,0.741199202,0.741330859,0.750194961,0.741299862,0.964684068,0.961281127,0.992676632,0.961191721,dress
295.9703125,424.0394002,197.0661765,337.9496194,4.828707108,5.742437524,3.707720588,5.168719723,0.822301582,0.820533493,0.835597569,0.82260231,0.809782816,0.809169076,0.815702164,0.810181978,0.951697411,0.931021079,0.967838965,0.945025391,dress
286.920527,367.909281,102.241345,318.4265283,5.326133578,6.07893887,2.419132966,5.653933103,0.790139917,0.786084245,0.830856354,0.788363693,0.774461386,0.773466515,0.779551741,0.773359199,0.960865779,0.949975112,0.986055312,0.956703317,dress
