contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,red,green,blue,hue,saturation,value,label
137.1738396,163.1281283,139.6041692,161.9882124,1.424275318,1.709598232,1.472778559,1.705247759,0.973746894,0.97050435,0.973188624,0.970493927,0.934259614,0.932722099,0.933698892,0.932643037,0.471077792,0.372213367,0.461706797,0.37660025,8.395847321,8.3920784,8.382087708,4.47738266,2.097637177,8.884990692,jahe
204.2515289,229.9407554,197.0619573,230.7590198,2.07681782,2.352870891,2.010480369,2.372072717,0.963921271,0.960365774,0.964652217,0.96009998,0.908000982,0.906065512,0.908291344,0.906018746,0.394102127,0.319206558,0.415429488,0.316783895,11.68899536,11.6854744,11.67991257,6.264492035,3.121868134,12.42520142,jahe
199.3247462,232.4659602,184.7445114,222.1496854,2.105598704,2.465600239,1.957207069,2.364252588,0.961525926,0.956969525,0.963122795,0.95814057,0.908782319,0.906761063,0.909079622,0.90699465,0.443241136,0.351913258,0.483967012,0.380673774,11.61107635,11.62242889,11.61088181,5.239498138,3.199081421,12.42029953,jahe
204.0699761,226.5799151,196.6247554,225.8687428,2.043442698,2.305613107,2.001742906,2.299179308,0.964980081,0.961200338,0.964541337,0.961089687,0.906248547,0.904314462,0.905557377,0.904212383,0.373501421,0.305731588,0.396358385,0.307910706,12.13117599,12.12465286,12.11687469,6.289157867,3.300945282,12.85949707,jahe
195.9542564,225.7133513,185.5631115,219.1032663,1.994641328,2.302664282,1.889134357,2.21930829,0.965017234,0.961466746,0.966086733,0.962534364,0.909082114,0.907588789,0.909401982,0.907727086,0.410189423,0.321920837,0.441466146,0.341778594,11.72955322,11.72151947,11.71541214,6.699352264,3.144775391,12.42601395,jahe
183.849338,216.696474,183.41128,211.504789,1.815198447,2.169071044,1.850048924,2.127864094,0.968418685,0.963722335,0.967089265,0.964084423,0.911895622,0.909762312,0.91092827,0.909680198,0.404601613,0.299575388,0.406020269,0.31635639,11.45018768,11.45466614,11.44501877,6.343215942,2.950771332,12.10081863,jahe
199.4104162,228.3788665,184.3672028,219.7897526,2.067598765,2.398344063,1.958980553,2.303774878,0.962897245,0.958612112,0.963206487,0.959553293,0.906960229,0.905066184,0.906545969,0.905296362,0.409070855,0.324524091,0.453649635,0.349928103,11.98203659,11.98980331,11.97818375,6.113254547,3.305931091,12.71642685,jahe
199.089515,216.5622221,181.937844,218.7375661,2.006520609,2.197249551,1.830120169,2.200926007,0.965638733,0.963203953,0.967673302,0.963188111,0.909992048,0.908751886,0.910766131,0.908681403,0.365078941,0.310684272,0.419777739,0.30376017,11.60063934,11.58785629,11.57275772,6.416278839,3.248565674,12.29620743,jahe
183.0673771,211.3378702,177.0664598,211.9988434,1.848313662,2.170227596,1.841556079,2.177794969,0.966988507,0.962456967,0.965957408,0.96244464,0.911961522,0.909757615,0.911087706,0.909671288,0.412599667,0.323192643,0.43185455,0.321075883,11.42464066,11.40934372,11.40087509,6.664226532,2.938220978,12.05099487,jahe
147.2450388,166.5072667,132.6723642,162.6865553,1.569448691,1.782499301,1.425261436,1.751004324,0.970246214,0.967735991,0.971787225,0.967784355,0.928844579,0.927609333,0.929174829,0.92758967,0.452993064,0.382623993,0.507129721,0.396790436,9.022426605,9.019252777,9.013122559,4.731678009,2.118297577,9.488395691,jahe
122.5243701,134.4059574,103.4138943,134.5906304,1.278895548,1.405371456,1.056346318,1.400255054,0.976805237,0.975284112,0.980348502,0.975560726,0.945155229,0.944632662,0.946723939,0.944691659,0.411761694,0.355964235,0.503510902,0.355079334,6.874305725,6.866134644,6.863796234,3.727848053,1.850318909,7.335212708,jahe
133.5485415,155.8246177,127.1195267,149.3600974,1.366751773,1.617411085,1.32710066,1.556473819,0.97530193,0.971964105,0.9753846,0.972512019,0.937044848,0.935397032,0.936646669,0.935482819,0.440822076,0.348808802,0.467740851,0.375824037,8.067344666,8.064006805,8.067718506,4.674175262,2.098297119,8.558036804,jahe
136.9927608,156.992245,127.8615231,154.1143455,1.425903559,1.647749511,1.355109467,1.630171453,0.973471425,0.970481135,0.973789952,0.970609694,0.934052383,0.932625858,0.93377223,0.932608511,0.450044473,0.370970841,0.486701699,0.382501874,8.413394928,8.418403625,8.417308807,4.429458618,2.429237366,8.949645996,jahe
133.0653972,157.874135,136.1879969,152.9920918,1.382132155,1.657017245,1.432278926,1.602659304,0.974883704,0.971605967,0.974274291,0.972388157,0.936105344,0.934668617,0.935752536,0.934783067,0.440536448,0.337509809,0.42740771,0.357996419,8.144054413,8.134788513,8.131885529,4.009132385,2.424232483,8.732601166,jahe
